Sample_name,Body_site,Biome
smpl700121451,Palatine Tonsils,Oral
smpl700121453,Throat,Oral
smpl700121455,Supragingival plaque,Oral
smpl700121457,Subgingival plaque,Oral
smpl700121459,L_Retroauricular crease,Skin
smpl700121461,R_Retroauricular crease,Skin
smpl700121467,Anterior nares,Skin
smpl700121469,Vaginal introitus,Vaginal
smpl700121497,Stool,Stool
smpl700121509,Tongue dorsum,Oral
smpl700121510,Tongue dorsum,Oral
smpl700121511,Hard palate,Oral
smpl700121513,Buccal mucosa,Oral
smpl700121515,Attached/Keratinized gingiva,Oral
smpl700121517,Palatine Tonsils,Oral
smpl700121519,Throat,Oral
smpl700121521,Supragingival plaque,Oral
smpl700121525,L_Retroauricular crease,Skin
smpl700121527,R_Retroauricular crease,Skin
smpl700121531,R_Antecubital fossa,Skin
smpl700121533,Anterior nares,Skin
smpl700121535,Vaginal introitus,Vaginal
smpl700121567,Stool,Stool
smpl700121575,Saliva,Oral
smpl700121579,Tongue dorsum,Oral
smpl700121581,Hard palate,Oral
smpl700121583,Buccal mucosa,Oral
smpl700121585,Attached/Keratinized gingiva,Oral
smpl700121587,Palatine Tonsils,Oral
smpl700121589,Throat,Oral
smpl700121591,Supragingival plaque,Oral
smpl700121593,Subgingival plaque,Oral
smpl700121595,L_Retroauricular crease,Skin
smpl700121597,R_Retroauricular crease,Skin
smpl700121601,R_Antecubital fossa,Skin
smpl700121607,Mid vagina,Vaginal
smpl700121611,Supragingival plaque,Oral
smpl700121661,Stool,Stool
smpl700121669,Saliva,Oral
smpl700121673,Tongue dorsum,Oral
smpl700121675,Hard palate,Oral
smpl700121677,Buccal mucosa,Oral
smpl700121679,Attached/Keratinized gingiva,Oral
smpl700121681,Palatine Tonsils,Oral
smpl700121683,Throat,Oral
smpl700121685,Supragingival plaque,Oral
smpl700121687,Subgingival plaque,Oral
smpl700121689,L_Retroauricular crease,Skin
smpl700121691,R_Retroauricular crease,Skin
smpl700121693,L_Antecubital fossa,Skin
smpl700121695,R_Antecubital fossa,Skin
smpl700121697,Anterior nares,Skin
smpl700121699,Vaginal introitus,Vaginal
smpl700121701,Mid vagina,Vaginal
smpl700121703,Posterior fornix,Vaginal
smpl700121909,L_Retroauricular crease,Skin
smpl700121911,R_Retroauricular crease,Skin
smpl700121917,Anterior nares,Skin
smpl700121969,L_Retroauricular crease,Skin
smpl700121977,Anterior nares,Skin
smpl700121985,Stool,Stool
smpl700121993,Saliva,Oral
smpl700121997,Tongue dorsum,Oral
smpl700122020,Buccal mucosa,Oral
smpl700122022,Attached/Keratinized gingiva,Oral
smpl700122024,Palatine Tonsils,Oral
smpl700122028,Supragingival plaque,Oral
smpl700122030,Subgingival plaque,Oral
smpl700122092,L_Retroauricular crease,Skin
smpl700122094,R_Retroauricular crease,Skin
smpl700122100,Anterior nares,Skin
smpl700122149,Throat,Oral
smpl700122155,L_Retroauricular crease,Skin
smpl700122157,R_Retroauricular crease,Skin
smpl700122215,L_Retroauricular crease,Skin
smpl700122217,R_Retroauricular crease,Skin
smpl700122219,L_Antecubital fossa,Skin
smpl700122223,Anterior nares,Skin
smpl700122366,Stool,Stool
smpl700122374,Saliva,Oral
smpl700122378,Tongue dorsum,Oral
smpl700122382,Buccal mucosa,Oral
smpl700122384,Attached/Keratinized gingiva,Oral
smpl700122386,Palatine Tonsils,Oral
smpl700122388,Throat,Oral
smpl700122390,Supragingival plaque,Oral
smpl700122392,Subgingival plaque,Oral
smpl700122394,L_Retroauricular crease,Skin
smpl700122396,R_Retroauricular crease,Skin
smpl700122398,L_Antecubital fossa,Skin
smpl700122400,R_Antecubital fossa,Skin
smpl700122402,Anterior nares,Skin
smpl700122516,Palatine Tonsils,Oral
smpl700122518,Throat,Oral
smpl700122520,Supragingival plaque,Oral
smpl700122524,L_Retroauricular crease,Skin
smpl700122526,R_Retroauricular crease,Skin
smpl700122532,Anterior nares,Skin
smpl700122538,Posterior fornix,Vaginal
smpl700122604,Stool,Stool
smpl700122612,Saliva,Oral
smpl700122618,Hard palate,Oral
smpl700122626,Throat,Oral
smpl700122628,Supragingival plaque,Oral
smpl700122630,Subgingival plaque,Oral
smpl700122632,L_Retroauricular crease,Skin
smpl700122634,R_Retroauricular crease,Skin
smpl700122640,Anterior nares,Skin
smpl700122664,Stool,Stool
smpl700122672,Saliva,Oral
smpl700122682,Attached/Keratinized gingiva,Oral
smpl700122688,Supragingival plaque,Oral
smpl700122692,L_Retroauricular crease,Skin
smpl700122735,Saliva,Oral
smpl700122749,Throat,Oral
smpl700122751,Supragingival plaque,Oral
smpl700122753,Subgingival plaque,Oral
smpl700122755,L_Retroauricular crease,Skin
smpl700122757,R_Retroauricular crease,Skin
smpl700122761,R_Antecubital fossa,Skin
smpl700122763,Anterior nares,Skin
smpl700122787,Stool,Stool
smpl700122807,Palatine Tonsils,Oral
smpl700122811,Supragingival plaque,Oral
smpl700122813,Subgingival plaque,Oral
smpl700122815,L_Retroauricular crease,Skin
smpl700122817,R_Retroauricular crease,Skin
smpl700122825,Vaginal introitus,Vaginal
smpl700122827,Mid vagina,Vaginal
smpl700122829,Posterior fornix,Vaginal
smpl700122879,Stool,Stool
smpl700122893,Hard palate,Oral
smpl700122895,Buccal mucosa,Oral
smpl700122899,Palatine Tonsils,Oral
smpl700122903,Supragingival plaque,Oral
smpl700122905,Subgingival plaque,Oral
smpl700122907,L_Retroauricular crease,Skin
smpl700122909,R_Retroauricular crease,Skin
smpl700122939,Stool,Stool
smpl700122963,Supragingival plaque,Oral
smpl700122965,Subgingival plaque,Oral
smpl700122969,R_Retroauricular crease,Skin
smpl700123049,Hard palate,Oral
smpl700123059,Supragingival plaque,Oral
smpl700123061,Subgingival plaque,Oral
smpl700123063,L_Retroauricular crease,Skin
smpl700123065,R_Retroauricular crease,Skin
smpl700123154,Stool,Stool
smpl700123162,Saliva,Oral
smpl700123166,Tongue dorsum,Oral
smpl700123170,Buccal mucosa,Oral
smpl700123172,Attached/Keratinized gingiva,Oral
smpl700123176,Throat,Oral
smpl700123178,Supragingival plaque,Oral
smpl700123180,Subgingival plaque,Oral
smpl700123182,L_Retroauricular crease,Skin
smpl700123246,L_Retroauricular crease,Skin
smpl700123248,R_Retroauricular crease,Skin
smpl700123254,Anterior nares,Skin
smpl700123370,Saliva,Oral
smpl700123374,Tongue dorsum,Oral
smpl700123376,Hard palate,Oral
smpl700123378,Buccal mucosa,Oral
smpl700123384,Throat,Oral
smpl700123386,Supragingival plaque,Oral
smpl700123388,Subgingival plaque,Oral
smpl700123428,Stool,Stool
smpl700123436,Saliva,Oral
smpl700123442,Hard palate,Oral
smpl700123444,Buccal mucosa,Oral
smpl700123446,Attached/Keratinized gingiva,Oral
smpl700123448,Palatine Tonsils,Oral
smpl700123450,Throat,Oral
smpl700123452,Supragingival plaque,Oral
smpl700123456,L_Retroauricular crease,Skin
smpl700123458,R_Retroauricular crease,Skin
smpl700123464,Anterior nares,Skin
smpl700123466,Vaginal introitus,Vaginal
smpl700123524,Stool,Stool
smpl700123532,Saliva,Oral
smpl700123536,Tongue dorsum,Oral
smpl700123540,Buccal mucosa,Oral
smpl700123542,Attached/Keratinized gingiva,Oral
smpl700123544,Palatine Tonsils,Oral
smpl700123550,Subgingival plaque,Oral
smpl700123552,L_Retroauricular crease,Skin
smpl700123554,R_Retroauricular crease,Skin
smpl700123560,Anterior nares,Skin
smpl700123722,Stool,Stool
smpl700123730,Saliva,Oral
smpl700123738,Buccal mucosa,Oral
smpl700123740,Attached/Keratinized gingiva,Oral
smpl700123742,Palatine Tonsils,Oral
smpl700123746,Supragingival plaque,Oral
smpl700123748,Subgingival plaque,Oral
smpl700123762,Mid vagina,Vaginal
smpl700123764,Posterior fornix,Vaginal
smpl700123785,Stool,Stool
smpl700123793,Saliva,Oral
smpl700123799,Hard palate,Oral
smpl700123801,Buccal mucosa,Oral
smpl700123803,Attached/Keratinized gingiva,Oral
smpl700123805,Palatine Tonsils,Oral
smpl700123813,L_Retroauricular crease,Skin
smpl700123815,R_Retroauricular crease,Skin
smpl700123821,Anterior nares,Skin
smpl700123943,L_Retroauricular crease,Skin
smpl700123945,R_Retroauricular crease,Skin
smpl700123947,L_Antecubital fossa,Skin
smpl700123949,R_Antecubital fossa,Skin
smpl700123951,Anterior nares,Skin
smpl700124063,Stool,Stool
smpl700124071,Saliva,Oral
smpl700124077,Hard palate,Oral
smpl700124079,Buccal mucosa,Oral
smpl700124083,Palatine Tonsils,Oral
smpl700124085,Throat,Oral
smpl700124087,Supragingival plaque,Oral
smpl700124091,L_Retroauricular crease,Skin
smpl700124093,R_Retroauricular crease,Skin
smpl700124099,Anterior nares,Skin
smpl700124101,Vaginal introitus,Vaginal
smpl700124103,Mid vagina,Vaginal
smpl700124157,L_Retroauricular crease,Skin
smpl700124159,R_Retroauricular crease,Skin
smpl700124165,Anterior nares,Skin
smpl700124199,Stool,Stool
smpl700124207,Saliva,Oral
smpl700124215,Buccal mucosa,Oral
smpl700124217,Attached/Keratinized gingiva,Oral
smpl700124221,Throat,Oral
smpl700124223,Supragingival plaque,Oral
smpl700124225,Subgingival plaque,Oral
smpl700124235,Anterior nares,Skin
smpl700124241,Posterior fornix,Vaginal
smpl700124397,Tongue dorsum,Oral
smpl700124407,Throat,Oral
smpl700124409,Supragingival plaque,Oral
smpl700124425,Mid vagina,Vaginal
smpl700124427,Posterior fornix,Vaginal
smpl700124451,Stool,Stool
smpl700124459,Saliva,Oral
smpl700124463,Tongue dorsum,Oral
smpl700124465,Hard palate,Oral
smpl700124467,Buccal mucosa,Oral
smpl700124469,Attached/Keratinized gingiva,Oral
smpl700124473,Throat,Oral
smpl700124477,Subgingival plaque,Oral
smpl700124479,L_Retroauricular crease,Skin
smpl700124481,R_Retroauricular crease,Skin
smpl700124487,Anterior nares,Skin
smpl700124493,Posterior fornix,Vaginal
smpl700124517,Stool,Stool
smpl700124525,Saliva,Oral
smpl700124529,Tongue dorsum,Oral
smpl700124531,Hard palate,Oral
smpl700124533,Buccal mucosa,Oral
smpl700124535,Attached/Keratinized gingiva,Oral
smpl700124537,Palatine Tonsils,Oral
smpl700124539,Throat,Oral
smpl700124541,Supragingival plaque,Oral
smpl700124545,L_Retroauricular crease,Skin
smpl700124547,R_Retroauricular crease,Skin
smpl700124553,Anterior nares,Skin
smpl700124555,Vaginal introitus,Vaginal
smpl700124557,Mid vagina,Vaginal
smpl700124559,Posterior fornix,Vaginal
smpl700124583,Stool,Stool
smpl700124591,Saliva,Oral
smpl700124595,Tongue dorsum,Oral
smpl700124597,Hard palate,Oral
smpl700124599,Buccal mucosa,Oral
smpl700124603,Palatine Tonsils,Oral
smpl700124605,Throat,Oral
smpl700124607,Supragingival plaque,Oral
smpl700124609,Subgingival plaque,Oral
smpl700124611,L_Retroauricular crease,Skin
smpl700124613,R_Retroauricular crease,Skin
smpl700124619,Anterior nares,Skin
smpl700124751,Stool,Stool
smpl700124763,Tongue dorsum,Oral
smpl700124767,Buccal mucosa,Oral
smpl700124769,Attached/Keratinized gingiva,Oral
smpl700124775,Supragingival plaque,Oral
smpl700124781,R_Retroauricular crease,Skin
smpl700124831,Hard palate,Oral
smpl700124833,Buccal mucosa,Oral
smpl700124837,Palatine Tonsils,Oral
smpl700124839,Throat,Oral
smpl700124841,Supragingival plaque,Oral
smpl700124845,L_Retroauricular crease,Skin
smpl700124847,R_Retroauricular crease,Skin
smpl700124875,Stool,Stool
smpl700124883,Saliva,Oral
smpl700124887,Tongue dorsum,Oral
smpl700124889,Hard palate,Oral
smpl700124891,Buccal mucosa,Oral
smpl700124893,Attached/Keratinized gingiva,Oral
smpl700124895,Palatine Tonsils,Oral
smpl700124897,Throat,Oral
smpl700124899,Supragingival plaque,Oral
smpl700124901,Subgingival plaque,Oral
smpl700124905,R_Retroauricular crease,Skin
smpl700124913,Vaginal introitus,Vaginal
smpl700124917,Posterior fornix,Vaginal
smpl700124919,Anterior nares,Skin
smpl700124923,L_Antecubital fossa,Skin
smpl700124997,Stool,Stool
smpl700161020,Saliva,Oral
smpl700161024,Tongue dorsum,Oral
smpl700161026,Hard palate,Oral
smpl700161028,Buccal mucosa,Oral
smpl700161036,Supragingival plaque,Oral
smpl700161038,Subgingival plaque,Oral
smpl700161042,L_Retroauricular crease,Skin
smpl700161044,R_Retroauricular crease,Skin
smpl700161050,Anterior nares,Skin
smpl700161077,Saliva,Oral
smpl700161081,Tongue dorsum,Oral
smpl700161085,Buccal mucosa,Oral
smpl700161087,Attached/Keratinized gingiva,Oral
smpl700161089,Palatine Tonsils,Oral
smpl700161091,Throat,Oral
smpl700161093,Supragingival plaque,Oral
smpl700161095,Subgingival plaque,Oral
smpl700161097,Stool,Stool
smpl700161099,L_Retroauricular crease,Skin
smpl700161105,R_Antecubital fossa,Skin
smpl700161109,Vaginal introitus,Vaginal
smpl700161111,Mid vagina,Vaginal
smpl700161113,Posterior fornix,Vaginal
smpl700161131,Stool,Stool
smpl700161133,Saliva,Oral
smpl700161137,Tongue dorsum,Oral
smpl700161145,Palatine Tonsils,Oral
smpl700161147,Throat,Oral
smpl700161151,Subgingival plaque,Oral
smpl700161153,L_Retroauricular crease,Skin
smpl700161157,L_Antecubital fossa,Skin
smpl700161159,R_Antecubital fossa,Skin
smpl700161182,Saliva,Oral
smpl700161186,Tongue dorsum,Oral
smpl700161190,Buccal mucosa,Oral
smpl700161192,Attached/Keratinized gingiva,Oral
smpl700161194,Palatine Tonsils,Oral
smpl700161196,Throat,Oral
smpl700161198,Supragingival plaque,Oral
smpl700161200,Subgingival plaque,Oral
smpl700161202,Stool,Stool
smpl700161208,L_Antecubital fossa,Skin
smpl700161210,R_Antecubital fossa,Skin
smpl700161293,Stool,Stool
smpl700161299,Throat,Oral
smpl700161301,Buccal mucosa,Oral
smpl700161303,Tongue dorsum,Oral
smpl700161305,Supragingival plaque,Oral
smpl700161307,Subgingival plaque,Oral
smpl700161309,Attached/Keratinized gingiva,Oral
smpl700161311,Palatine Tonsils,Oral
smpl700161356,Hard palate,Oral
smpl700161358,Buccal mucosa,Oral
smpl700161370,L_Retroauricular crease,Skin
smpl700161372,R_Retroauricular crease,Skin
smpl700161398,Anterior nares,Skin
smpl700161406,Hard palate,Oral
smpl700161416,Supragingival plaque,Oral
smpl700161451,Palatine Tonsils,Oral
smpl700161459,Stool,Stool
smpl700161461,L_Retroauricular crease,Skin
smpl700161463,R_Retroauricular crease,Skin
smpl700161550,Stool,Stool
smpl700161572,L_Retroauricular crease,Skin
smpl700161598,Stool,Stool
smpl700161600,Saliva,Oral
smpl700161604,Tongue dorsum,Oral
smpl700161606,Hard palate,Oral
smpl700161608,Buccal mucosa,Oral
smpl700161610,Attached/Keratinized gingiva,Oral
smpl700161612,Palatine Tonsils,Oral
smpl700161614,Throat,Oral
smpl700161616,Supragingival plaque,Oral
smpl700161618,Subgingival plaque,Oral
smpl700161620,L_Retroauricular crease,Skin
smpl700161622,R_Retroauricular crease,Skin
smpl700161628,Anterior nares,Skin
smpl700161649,Stool,Stool
smpl700161651,Saliva,Oral
smpl700161655,Tongue dorsum,Oral
smpl700161657,Hard palate,Oral
smpl700161659,Buccal mucosa,Oral
smpl700161661,Attached/Keratinized gingiva,Oral
smpl700161663,Palatine Tonsils,Oral
smpl700161665,Throat,Oral
smpl700161667,Supragingival plaque,Oral
smpl700161669,Subgingival plaque,Oral
smpl700161673,R_Retroauricular crease,Skin
smpl700161675,L_Antecubital fossa,Skin
smpl700161677,R_Antecubital fossa,Skin
smpl700161679,Anterior nares,Skin
smpl700161771,R_Antecubital fossa,Skin
smpl700161773,Anterior nares,Skin
smpl700161789,Buccal mucosa,Oral
smpl700161791,Attached/Keratinized gingiva,Oral
smpl700161820,Saliva,Oral
smpl700161824,Tongue dorsum,Oral
smpl700161826,Hard palate,Oral
smpl700161828,Buccal mucosa,Oral
smpl700161830,Attached/Keratinized gingiva,Oral
smpl700161832,Palatine Tonsils,Oral
smpl700161834,Throat,Oral
smpl700161836,Supragingival plaque,Oral
smpl700161838,Subgingival plaque,Oral
smpl700161844,L_Antecubital fossa,Skin
smpl700161846,R_Antecubital fossa,Skin
smpl700161848,Anterior nares,Skin
smpl700161850,Vaginal introitus,Vaginal
smpl700161852,Mid vagina,Vaginal
smpl700161854,Posterior fornix,Vaginal
smpl700161856,Stool,Stool
smpl700161874,Saliva,Oral
smpl700161878,Tongue dorsum,Oral
smpl700161880,Hard palate,Oral
smpl700161882,Buccal mucosa,Oral
smpl700161890,Supragingival plaque,Oral
smpl700161892,Subgingival plaque,Oral
smpl700161896,R_Retroauricular crease,Skin
smpl700161904,Stool,Stool
smpl700161981,R_Retroauricular crease,Skin
smpl700163030,Stool,Stool
smpl700163042,Vaginal introitus,Vaginal
smpl700163044,Mid vagina,Vaginal
smpl700163048,Saliva,Oral
smpl700163052,Tongue dorsum,Oral
smpl700163054,Hard palate,Oral
smpl700163056,Buccal mucosa,Oral
smpl700163058,Attached/Keratinized gingiva,Oral
smpl700163060,Palatine Tonsils,Oral
smpl700163062,Throat,Oral
smpl700163064,Supragingival plaque,Oral
smpl700163066,Subgingival plaque,Oral
smpl700163144,Stool,Stool
smpl700163146,L_Retroauricular crease,Skin
smpl700163148,R_Retroauricular crease,Skin
smpl700163168,Hard palate,Oral
smpl700163170,Palatine Tonsils,Oral
smpl700163178,Supragingival plaque,Oral
smpl700163201,Stool,Stool
smpl700163209,R_Antecubital fossa,Skin
smpl700163211,Anterior nares,Skin
smpl700163213,Vaginal introitus,Vaginal
smpl700163215,Mid vagina,Vaginal
smpl700163217,Posterior fornix,Vaginal
smpl700163219,Saliva,Oral
smpl700163223,Tongue dorsum,Oral
smpl700163225,Hard palate,Oral
smpl700163227,Buccal mucosa,Oral
smpl700163229,Attached/Keratinized gingiva,Oral
smpl700163231,Palatine Tonsils,Oral
smpl700163233,Throat,Oral
smpl700163235,Supragingival plaque,Oral
smpl700163237,Subgingival plaque,Oral
smpl700163258,Stool,Stool
smpl700163260,L_Retroauricular crease,Skin
smpl700163262,R_Retroauricular crease,Skin
smpl700163268,Anterior nares,Skin
smpl700163270,Vaginal introitus,Vaginal
smpl700163276,Saliva,Oral
smpl700163280,Tongue dorsum,Oral
smpl700163282,Hard palate,Oral
smpl700163284,Buccal mucosa,Oral
smpl700163286,Attached/Keratinized gingiva,Oral
smpl700163288,Palatine Tonsils,Oral
smpl700163290,Throat,Oral
smpl700163292,Subgingival plaque,Oral
smpl700163294,Supragingival plaque,Oral
smpl700163316,Stool,Stool
smpl700163328,Vaginal introitus,Vaginal
smpl700163475,Stool,Stool
smpl700163477,Saliva,Oral
smpl700163481,Tongue dorsum,Oral
smpl700163483,Hard palate,Oral
smpl700163485,Buccal mucosa,Oral
smpl700163487,Attached/Keratinized gingiva,Oral
smpl700163489,Palatine Tonsils,Oral
smpl700163491,Throat,Oral
smpl700163493,Supragingival plaque,Oral
smpl700163495,Subgingival plaque,Oral
smpl700163497,L_Retroauricular crease,Skin
smpl700163501,L_Antecubital fossa,Skin
smpl700163505,Anterior nares,Skin
smpl700163523,Saliva,Oral
smpl700163527,Tongue dorsum,Oral
smpl700163529,Hard palate,Oral
smpl700163531,Buccal mucosa,Oral
smpl700163533,Attached/Keratinized gingiva,Oral
smpl700163535,Palatine Tonsils,Oral
smpl700163537,Throat,Oral
smpl700163539,Supragingival plaque,Oral
smpl700163541,Subgingival plaque,Oral
smpl700163543,L_Retroauricular crease,Skin
smpl700163553,Stool,Stool
smpl700163574,Stool,Stool
smpl700163578,R_Retroauricular crease,Skin
smpl700163580,L_Antecubital fossa,Skin
smpl700163584,Anterior nares,Skin
smpl700163586,Vaginal introitus,Vaginal
smpl700163592,Saliva,Oral
smpl700163596,Tongue dorsum,Oral
smpl700163598,Hard palate,Oral
smpl700163600,Buccal mucosa,Oral
smpl700163602,Attached/Keratinized gingiva,Oral
smpl700163604,Palatine Tonsils,Oral
smpl700163606,Throat,Oral
smpl700163608,Supragingival plaque,Oral
smpl700163610,Subgingival plaque,Oral
smpl700163831,Stool,Stool
smpl700163833,Saliva,Oral
smpl700163837,Tongue dorsum,Oral
smpl700163839,Hard palate,Oral
smpl700163841,Buccal mucosa,Oral
smpl700163843,Attached/Keratinized gingiva,Oral
smpl700163845,Palatine Tonsils,Oral
smpl700163847,Throat,Oral
smpl700163849,Supragingival plaque,Oral
smpl700163851,Subgingival plaque,Oral
smpl700163861,Anterior nares,Skin
smpl700163888,Stool,Stool
smpl700163890,Saliva,Oral
smpl700163894,Tongue dorsum,Oral
smpl700163896,Hard palate,Oral
smpl700163898,Buccal mucosa,Oral
smpl700163900,Attached/Keratinized gingiva,Oral
smpl700163902,Palatine Tonsils,Oral
smpl700163904,Throat,Oral
smpl700163906,Supragingival plaque,Oral
smpl700163908,Subgingival plaque,Oral
smpl700163910,L_Retroauricular crease,Skin
smpl700163912,R_Retroauricular crease,Skin
smpl700163914,L_Antecubital fossa,Skin
smpl700163999,Stool,Stool
smpl700164001,Saliva,Oral
smpl700164005,Tongue dorsum,Oral
smpl700164007,Hard palate,Oral
smpl700164009,Buccal mucosa,Oral
smpl700164011,Attached/Keratinized gingiva,Oral
smpl700164013,Palatine Tonsils,Oral
smpl700164015,Throat,Oral
smpl700164017,Supragingival plaque,Oral
smpl700164019,Subgingival plaque,Oral
smpl700164111,Tongue dorsum,Oral
smpl700164113,Hard palate,Oral
smpl700164115,Buccal mucosa,Oral
smpl700164117,Attached/Keratinized gingiva,Oral
smpl700164119,Palatine Tonsils,Oral
smpl700164121,Throat,Oral
smpl700164123,Supragingival plaque,Oral
smpl700164125,Subgingival plaque,Oral
smpl700164127,L_Retroauricular crease,Skin
smpl700164137,Vaginal introitus,Vaginal
smpl700164141,Posterior fornix,Vaginal
smpl700164143,Stool,Stool
smpl700164212,Stool,Stool
smpl700164214,L_Retroauricular crease,Skin
smpl700164216,R_Retroauricular crease,Skin
smpl700164222,Anterior nares,Skin
smpl700164224,Vaginal introitus,Vaginal
smpl700164226,Mid vagina,Vaginal
smpl700164228,Posterior fornix,Vaginal
smpl700164230,Saliva,Oral
smpl700164234,Tongue dorsum,Oral
smpl700164236,Hard palate,Oral
smpl700164238,Buccal mucosa,Oral
smpl700164242,Palatine Tonsils,Oral
smpl700164244,Throat,Oral
smpl700164246,Supragingival plaque,Oral
smpl700164269,Stool,Stool
smpl700164271,L_Retroauricular crease,Skin
smpl700164273,R_Retroauricular crease,Skin
smpl700164275,L_Antecubital fossa,Skin
smpl700164277,R_Antecubital fossa,Skin
smpl700164279,Anterior nares,Skin
smpl700164281,Vaginal introitus,Vaginal
smpl700164287,Saliva,Oral
smpl700164291,Tongue dorsum,Oral
smpl700164293,Hard palate,Oral
smpl700164295,Buccal mucosa,Oral
smpl700164297,Attached/Keratinized gingiva,Oral
smpl700164299,Palatine Tonsils,Oral
smpl700164301,Throat,Oral
smpl700164303,Supragingival plaque,Oral
smpl700164305,Subgingival plaque,Oral
smpl700164323,Tongue dorsum,Oral
smpl700164325,Hard palate,Oral
smpl700164327,Buccal mucosa,Oral
smpl700164329,Attached/Keratinized gingiva,Oral
smpl700164331,Palatine Tonsils,Oral
smpl700164333,Throat,Oral
smpl700164335,Supragingival plaque,Oral
smpl700164337,Subgingival plaque,Oral
smpl700164339,Stool,Stool
smpl700164341,L_Retroauricular crease,Skin
smpl700164345,L_Antecubital fossa,Skin
smpl700164351,Saliva,Oral
smpl700164371,Stool,Stool
smpl700164373,Saliva,Oral
smpl700164377,Tongue dorsum,Oral
smpl700164379,Hard palate,Oral
smpl700164381,Buccal mucosa,Oral
smpl700164383,Attached/Keratinized gingiva,Oral
smpl700164385,Palatine Tonsils,Oral
smpl700164387,Throat,Oral
smpl700164389,Supragingival plaque,Oral
smpl700164391,Subgingival plaque,Oral
smpl700164393,L_Retroauricular crease,Skin
smpl700164395,R_Retroauricular crease,Skin
smpl700164399,R_Antecubital fossa,Skin
smpl700164401,Anterior nares,Skin
smpl700164427,Buccal mucosa,Oral
smpl700164431,Palatine Tonsils,Oral
smpl700164441,R_Retroauricular crease,Skin
smpl700164449,Stool,Stool
smpl700164467,Stool,Stool
smpl700164469,Saliva,Oral
smpl700164473,Tongue dorsum,Oral
smpl700164475,Hard palate,Oral
smpl700164477,Buccal mucosa,Oral
smpl700164479,Palatine Tonsils,Oral
smpl700164481,Throat,Oral
smpl700164483,Attached/Keratinized gingiva,Oral
smpl700164485,Supragingival plaque,Oral
smpl700164487,Subgingival plaque,Oral
smpl700164489,L_Retroauricular crease,Skin
smpl700164491,R_Retroauricular crease,Skin
smpl700164493,L_Antecubital fossa,Skin
smpl700164495,R_Antecubital fossa,Skin
smpl700164497,Anterior nares,Skin
smpl700164518,Saliva,Oral
smpl700164522,Tongue dorsum,Oral
smpl700164524,Hard palate,Oral
smpl700164526,Buccal mucosa,Oral
smpl700164528,Attached/Keratinized gingiva,Oral
smpl700164530,Palatine Tonsils,Oral
smpl700164532,Throat,Oral
smpl700164534,Supragingival plaque,Oral
smpl700164536,Subgingival plaque,Oral
smpl700164538,Stool,Stool
smpl700164540,L_Retroauricular crease,Skin
smpl700164542,R_Retroauricular crease,Skin
smpl700164548,Anterior nares,Skin
smpl700164550,Vaginal introitus,Vaginal
smpl700164552,Mid vagina,Vaginal
smpl700164554,Posterior fornix,Vaginal
smpl700164650,Saliva,Oral
smpl700164658,Buccal mucosa,Oral
smpl700164660,Attached/Keratinized gingiva,Oral
smpl700164737,Saliva,Oral
smpl700164741,Tongue dorsum,Oral
smpl700164743,Hard palate,Oral
smpl700164745,Buccal mucosa,Oral
smpl700164747,Attached/Keratinized gingiva,Oral
smpl700164749,Palatine Tonsils,Oral
smpl700164751,Throat,Oral
smpl700164753,Supragingival plaque,Oral
smpl700164755,Subgingival plaque,Oral
smpl700164757,L_Retroauricular crease,Skin
smpl700164759,R_Retroauricular crease,Skin
smpl700164761,L_Antecubital fossa,Skin
smpl700164763,R_Antecubital fossa,Skin
smpl700164765,Anterior nares,Skin
smpl700164767,Vaginal introitus,Vaginal
smpl700164769,Mid vagina,Vaginal
smpl700164771,Posterior fornix,Vaginal
smpl700164773,Stool,Stool
smpl700164794,Saliva,Oral
smpl700164798,Tongue dorsum,Oral
smpl700164800,Hard palate,Oral
smpl700164802,Buccal mucosa,Oral
smpl700164804,Attached/Keratinized gingiva,Oral
smpl700164806,Palatine Tonsils,Oral
smpl700164808,Throat,Oral
smpl700164810,Supragingival plaque,Oral
smpl700164812,Subgingival plaque,Oral
smpl700164814,L_Retroauricular crease,Skin
smpl700164816,R_Retroauricular crease,Skin
smpl700164818,L_Antecubital fossa,Skin
smpl700164820,R_Antecubital fossa,Skin
smpl700164822,Anterior nares,Skin
smpl700164824,Vaginal introitus,Vaginal
smpl700164826,Mid vagina,Vaginal
smpl700164828,Posterior fornix,Vaginal
smpl700164830,Stool,Stool
smpl700164911,Stool,Stool
smpl700164921,Anterior nares,Skin
smpl700164927,Posterior fornix,Vaginal
smpl700164929,Saliva,Oral
smpl700164933,Tongue dorsum,Oral
smpl700164935,Hard palate,Oral
smpl700164937,Buccal mucosa,Oral
smpl700164939,Attached/Keratinized gingiva,Oral
smpl700164941,Palatine Tonsils,Oral
smpl700164943,Throat,Oral
smpl700164945,Supragingival plaque,Oral
smpl700164969,Tongue dorsum,Oral
smpl700164971,Hard palate,Oral
smpl700164973,Buccal mucosa,Oral
smpl700164977,Palatine Tonsils,Oral
smpl700164979,Throat,Oral
smpl700164981,Supragingival plaque,Oral
smpl700164983,Subgingival plaque,Oral
smpl700164987,R_Retroauricular crease,Skin
smpl700164995,Stool,Stool
smpl700165016,Saliva,Oral
smpl700165030,Throat,Oral
smpl700165032,Supragingival plaque,Oral
smpl700165036,L_Retroauricular crease,Skin
